No,year,month,day,hour,PM2.5,PM10,SO2,NO2,CO,O3,TEMP,PRES,DEWP,RAIN,wd,WSPM,station,ymd
29178,2016,6,28,17,96.0,96.0,2.0,26.0,900.0,90.0,22.1,1000.9,18.5,0.0,W,1.2,Aotizhongxin,2016-06-28
29202,2016,6,29,17,109.0,109.0,2.0,22.0,800.0,184.0,28.2,999.5,20.2,0.0,SSE,1.4,Aotizhongxin,2016-06-29
29226,2016,6,30,17,29.0,29.0,2.0,12.0,400.0,221.0,33.2,997.0,16.5,0.0,E,1.3,Aotizhongxin,2016-06-30
29250,2016,7,1,17,12.0,12.0,2.0,10.0,800.0,115.0,32.0,997.5,10.1,0.0,WNW,1.2,Aotizhongxin,2016-07-01
29274,2016,7,2,17,26.0,26.0,2.0,11.0,300.0,182.0,33.1,999.2,13.7,0.0,SSW,3.7,Aotizhongxin,2016-07-02
29298,2016,7,3,17,77.0,111.0,7.0,20.0,800.0,252.0,30.3,1000.6,18.7,0.0,SSE,2.5,Aotizhongxin,2016-07-03
29322,2016,7,4,17,102.0,102.0,6.0,18.0,1300.0,242.0,31.4,1002.2,19.4,0.0,SE,2.3,Aotizhongxin,2016-07-04
29346,2016,7,5,17,87.0,87.0,4.0,20.0,700.0,266.0,31.9,1004.5,17.8,0.0,SSW,2.6,Aotizhongxin,2016-07-05
29370,2016,7,6,17,41.0,49.0,4.0,15.0,500.0,214.0,33.5,1005.7,15.9,0.0,SW,2.3,Aotizhongxin,2016-07-06
29394,2016,7,7,17,95.0,107.0,4.0,14.0,700.0,248.0,33.3,1004.7,18.3,0.0,S,2.8,Aotizhongxin,2016-07-07
29418,2016,7,8,17,117.0,117.0,7.0,20.0,1100.0,239.0,32.7,1001.2,20.6,0.0,S,2.1,Aotizhongxin,2016-07-08
29442,2016,7,9,17,76.0,85.0,6.0,17.0,600.0,218.0,34.7,998.0,21.7,0.0,S,3.3,Aotizhongxin,2016-07-09
29466,2016,7,10,17,80.0,80.0,10.0,18.0,800.0,228.0,35.7,995.9,20.4,0.0,SSW,2.8,Aotizhongxin,2016-07-10
29490,2016,7,11,17,114.0,114.0,7.0,17.0,500.0,212.0,35.0,993.2,20.6,0.0,SW,3.2,Aotizhongxin,2016-07-11
29514,2016,7,12,17,11.0,11.0,2.0,21.0,400.0,114.0,29.0,996.6,19.6,0.0,NE,2.0,Aotizhongxin,2016-07-12
29538,2016,7,13,17,27.0,27.0,2.0,26.0,200.0,216.0,36.2,998.6,14.2,0.0,SW,2.2,Aotizhongxin,2016-07-13
29562,2016,7,14,17,26.0,38.0,4.0,25.0,600.0,146.0,30.5,1000.8,16.9,0.0,WSW,3.4,Aotizhongxin,2016-07-14
29586,2016,7,15,17,35.0,35.0,2.0,36.0,600.0,70.0,22.3,999.0,18.5,0.0,NE,1.7,Aotizhongxin,2016-07-15
29610,2016,7,16,17,38.0,38.0,4.0,37.0,700.0,98.0,25.6,999.2,16.4,0.0,WNW,1.2,Aotizhongxin,2016-07-16
29634,2016,7,17,17,123.0,123.0,3.0,29.0,1000.0,293.0,30.3,1001.8,19.0,0.0,SSW,1.8,Aotizhongxin,2016-07-17
29658,2016,7,18,17,104.0,104.0,2.0,39.0,1000.0,163.0,26.1,1002.7,22.4,2.9,W,1.4,Aotizhongxin,2016-07-18
29682,2016,7,19,17,60.0,60.0,2.0,41.0,1000.0,59.0,24.3,1002.8,23.3,0.3,NNE,1.8,Aotizhongxin,2016-07-19
29706,2016,7,20,17,8.0,8.0,2.0,15.0,400.0,64.0,21.9,994.7,21.2,3.8,NE,3.9,Aotizhongxin,2016-07-20
29730,2016,7,21,17,45.0,45.0,2.0,14.0,900.0,75.0,25.3,996.6,24.3,1.2,ENE,0.9,Aotizhongxin,2016-07-21
29754,2016,7,22,17,49.0,49.0,2.0,11.0,800.0,172.0,30.6,995.5,24.0,0.0,SSW,1.7,Aotizhongxin,2016-07-22
29778,2016,7,23,17,157.0,157.0,2.0,15.0,1200.0,186.0,31.9,995.6,26.9,0.0,ESE,2.9,Aotizhongxin,2016-07-23
29802,2016,7,24,17,131.0,131.0,2.0,20.0,1000.0,253.0,33.3,999.9,26.8,0.0,SSE,2.3,Aotizhongxin,2016-07-24
29826,2016,7,25,17,,,,,,,32.0,996.3,23.5,0.0,NW,1.1,Aotizhongxin,2016-07-25
29850,2016,7,26,17,,,,,,,34.2,998.1,15.6,0.0,NE,1.5,Aotizhongxin,2016-07-26
29874,2016,7,27,17,47.0,71.0,2.0,38.0,800.0,214.0,34.6,995.3,25.4,0.0,S,2.1,Aotizhongxin,2016-07-27
29898,2016,7,28,17,53.0,56.0,2.0,28.0,700.0,191.0,32.5,996.1,23.2,0.0,SSW,2.3,Aotizhongxin,2016-07-28
29922,2016,7,29,17,140.0,140.0,2.0,41.0,1400.0,264.0,32.8,1000.0,26.1,0.0,ESE,2.1,Aotizhongxin,2016-07-29
29946,2016,7,30,17,227.0,227.0,2.0,62.0,2300.0,78.0,29.4,1002.9,23.8,0.0,SSW,1.7,Aotizhongxin,2016-07-30
29970,2016,7,31,17,31.0,31.0,2.0,45.0,700.0,116.0,27.8,1003.5,23.0,0.0,NNW,0.6,Aotizhongxin,2016-07-31
29994,2016,8,1,17,61.0,61.0,3.0,20.0,1300.0,203.0,31.1,1003.3,24.0,0.0,E,2.0,Aotizhongxin,2016-08-01
30018,2016,8,2,17,22.0,22.0,2.0,18.0,300.0,180.0,32.9,1003.7,21.7,0.0,ESE,2.3,Aotizhongxin,2016-08-02
30042,2016,8,3,17,44.0,44.0,2.0,27.0,600.0,264.0,34.5,1003.9,22.2,0.0,ESE,2.1,Aotizhongxin,2016-08-03
30066,2016,8,4,17,117.0,117.0,2.0,30.0,1500.0,271.0,32.6,1004.1,24.4,0.0,SE,2.8,Aotizhongxin,2016-08-04
30090,2016,8,5,17,48.0,48.0,2.0,20.0,500.0,213.0,33.5,1003.5,22.6,0.0,S,2.6,Aotizhongxin,2016-08-05
30114,2016,8,6,17,99.0,99.0,3.0,22.0,900.0,195.0,32.2,999.2,24.3,0.0,S,2.9,Aotizhongxin,2016-08-06
30138,2016,8,7,17,14.0,14.0,3.0,12.0,400.0,139.0,32.0,1003.1,19.9,0.0,SSE,1.8,Aotizhongxin,2016-08-07
30162,2016,8,8,17,20.0,20.0,2.0,20.0,400.0,185.0,32.1,1003.8,18.7,0.0,ESE,2.5,Aotizhongxin,2016-08-08
30186,2016,8,9,17,61.0,61.0,4.0,35.0,1600.0,226.0,31.4,1001.9,23.0,0.0,SSE,2.4,Aotizhongxin,2016-08-09
30210,2016,8,10,17,76.0,76.0,2.0,15.0,700.0,185.0,33.3,1000.8,24.2,0.0,SW,3.5,Aotizhongxin,2016-08-10
30234,2016,8,11,17,100.0,100.0,5.0,20.0,1100.0,188.0,33.8,1001.3,26.0,0.0,SSW,2.5,Aotizhongxin,2016-08-11
30258,2016,8,12,17,15.0,15.0,2.0,22.0,700.0,92.0,28.8,1000.2,23.9,0.0,ENE,1.5,Aotizhongxin,2016-08-12
30282,2016,8,13,17,19.0,19.0,5.0,50.0,600.0,48.0,31.2,1001.1,17.9,0.0,NW,2.3,Aotizhongxin,2016-08-13
30306,2016,8,14,17,18.0,18.0,2.0,36.0,400.0,234.0,32.9,1001.0,18.7,0.0,ESE,1.5,Aotizhongxin,2016-08-14
30330,2016,8,15,17,4.0,4.0,2.0,11.0,300.0,100.0,27.6,1002.9,15.3,0.0,WNW,1.5,Aotizhongxin,2016-08-15
30354,2016,8,16,17,27.0,27.0,2.0,15.0,400.0,151.0,31.2,999.3,20.8,0.0,SSE,2.4,Aotizhongxin,2016-08-16
30378,2016,8,17,17,78.0,78.0,2.0,82.0,1000.0,24.0,25.6,998.9,22.7,0.0,NE,1.5,Aotizhongxin,2016-08-17
30402,2016,8,18,17,60.0,60.0,2.0,39.0,1700.0,62.0,22.8,996.8,21.8,0.4,N,1.6,Aotizhongxin,2016-08-18
30426,2016,8,19,17,10.0,10.0,2.0,15.0,300.0,132.0,32.4,1001.5,20.0,0.0,ENE,1.8,Aotizhongxin,2016-08-19
30450,2016,8,20,17,48.0,48.0,2.0,24.0,800.0,273.0,32.2,1002.6,19.8,0.0,SSE,1.2,Aotizhongxin,2016-08-20
30474,2016,8,21,17,47.0,47.0,2.0,25.0,500.0,281.0,33.1,1004.5,21.3,0.0,S,1.7,Aotizhongxin,2016-08-21
30498,2016,8,22,17,29.0,29.0,6.0,14.0,200.0,163.0,32.5,1005.4,19.7,0.0,SSW,2.7,Aotizhongxin,2016-08-22
30522,2016,8,23,17,66.0,66.0,6.0,33.0,700.0,150.0,28.9,1000.7,21.7,0.0,SW,1.1,Aotizhongxin,2016-08-23
30546,2016,8,24,17,77.0,87.0,4.0,85.0,1000.0,134.0,30.6,998.8,21.7,0.0,S,1.5,Aotizhongxin,2016-08-24
30570,2016,8,25,17,10.0,10.0,2.0,20.0,200.0,65.0,29.0,1008.9,8.1,0.0,NE,3.0,Aotizhongxin,2016-08-25
30594,2016,8,26,17,3.0,6.0,2.0,17.0,100.0,112.0,29.4,1010.3,6.1,0.0,ENE,1.7,Aotizhongxin,2016-08-26
30618,2016,8,27,17,12.0,89.0,2.0,25.0,100.0,98.0,25.9,1006.2,10.1,0.9,WSW,3.6,Aotizhongxin,2016-08-27
30642,2016,8,28,17,3.0,10.0,2.0,24.0,100.0,110.0,32.5,1005.8,6.6,0.0,W,1.1,Aotizhongxin,2016-08-28
30666,2016,8,29,17,22.0,22.0,2.0,29.0,100.0,131.0,29.9,1006.9,9.4,0.0,ESE,1.2,Aotizhongxin,2016-08-29
30690,2016,8,30,17,34.0,60.0,4.0,43.0,800.0,239.0,32.2,997.7,14.3,0.0,WSW,1.9,Aotizhongxin,2016-08-30
30714,2016,8,31,17,13.0,13.0,2.0,19.0,400.0,91.0,32.9,989.8,-0.3,0.0,NNW,3.8,Aotizhongxin,2016-08-31
30738,2016,9,1,17,3.0,29.0,2.0,22.0,300.0,58.0,24.7,993.7,10.6,0.0,ENE,1.3,Aotizhongxin,2016-09-01
30762,2016,9,2,17,14.0,39.0,2.0,11.0,400.0,75.0,27.2,998.7,14.2,0.0,NE,1.8,Aotizhongxin,2016-09-02
30786,2016,9,3,17,31.0,57.0,3.0,25.0,300.0,207.0,30.4,1001.7,16.0,0.0,SSE,2.5,Aotizhongxin,2016-09-03
30810,2016,9,4,17,35.0,35.0,4.0,17.0,400.0,169.0,29.4,1004.4,16.2,0.0,WSW,2.6,Aotizhongxin,2016-09-04
30834,2016,9,5,17,3.0,45.0,2.0,17.0,200.0,101.0,31.8,1004.4,12.1,0.0,NW,1.4,Aotizhongxin,2016-09-05
30858,2016,9,6,17,16.0,16.0,2.0,21.0,200.0,81.0,30.3,1002.6,8.7,0.0,WSW,1.2,Aotizhongxin,2016-09-06
30882,2016,9,7,17,,,,,,,29.1,1000.0,14.9,0.0,ESE,1.9,Aotizhongxin,2016-09-07
30906,2016,9,8,17,14.0,43.0,2.0,22.0,200.0,107.0,31.4,1001.0,7.1,0.0,NW,1.4,Aotizhongxin,2016-09-08
30930,2016,9,9,17,11.0,22.0,4.0,19.0,200.0,91.0,30.8,1003.4,10.2,0.0,W,2.0,Aotizhongxin,2016-09-09
30954,2016,9,10,17,13.0,29.0,3.0,32.0,200.0,122.0,29.2,1004.5,11.3,0.0,SSW,1.8,Aotizhongxin,2016-09-10
30978,2016,9,11,17,27.0,31.0,2.0,21.0,700.0,134.0,23.3,1009.6,15.6,0.0,ENE,2.3,Aotizhongxin,2016-09-11
31002,2016,9,12,17,34.0,62.0,2.0,33.0,600.0,142.0,26.5,1011.5,16.1,0.0,ESE,1.8,Aotizhongxin,2016-09-12
31026,2016,9,13,17,86.0,93.0,2.0,30.0,800.0,194.0,26.9,1011.8,18.2,0.0,S,1.8,Aotizhongxin,2016-09-13
31050,2016,9,14,17,75.0,91.0,6.0,24.0,700.0,203.0,28.75,1010.0,17.5,0.0,SW,3.3,Aotizhongxin,2016-09-14
31074,2016,9,15,17,62.0,160.0,4.0,28.0,700.0,237.0,29.8,1008.0,17.9,0.0,SW,2.4,Aotizhongxin,2016-09-15
31098,2016,9,16,17,122.0,132.0,8.0,23.0,1100.0,223.0,29.9,1006.4,21.0,0.0,S,1.3,Aotizhongxin,2016-09-16
31122,2016,9,17,17,25.0,39.0,2.0,55.0,500.0,26.0,22.4,1013.6,16.4,0.0,ENE,1.1,Aotizhongxin,2016-09-17
31146,2016,9,18,17,8.0,8.0,2.0,25.0,300.0,38.0,20.2,1015.4,13.2,0.0,N,1.1,Aotizhongxin,2016-09-18
31170,2016,9,19,17,3.0,6.0,2.0,10.0,200.0,86.0,24.5,1015.4,8.4,0.0,ENE,1.4,Aotizhongxin,2016-09-19
31194,2016,9,20,17,14.0,28.0,2.0,26.0,300.0,112.0,25.7,1014.1,6.8,0.0,SSE,1.8,Aotizhongxin,2016-09-20
31218,2016,9,21,17,94.0,115.0,10.0,100.0,1100.0,44.0,23.125,1014.0,10.6,0.0,NE,1.0,Aotizhongxin,2016-09-21
31242,2016,9,22,17,123.0,123.0,13.0,64.0,1100.0,152.0,23.5,1008.3,16.0,0.0,ENE,1.1,Aotizhongxin,2016-09-22
31266,2016,9,23,17,133.0,133.0,3.0,48.0,1000.0,243.0,26.225,1006.0,17.2,0.0,SE,2.1,Aotizhongxin,2016-09-23
31290,2016,9,24,17,180.0,191.0,4.0,44.0,1200.0,238.0,26.45,1004.0,18.4,0.0,SE,1.7,Aotizhongxin,2016-09-24
31314,2016,9,25,17,168.0,168.0,3.0,56.0,2000.0,116.0,26.825,1009.0,19.1,0.0,NE,1.3,Aotizhongxin,2016-09-25
31338,2016,9,26,17,72.0,72.0,2.0,48.0,1300.0,70.0,21.475,1008.0,18.0,0.0,NE,1.0,Aotizhongxin,2016-09-26
31362,2016,9,27,17,4.0,6.0,,,500.0,61.0,19.85,1018.0,2.7,0.0,NE,4.0,Aotizhongxin,2016-09-27
31386,2016,9,28,17,10.0,10.0,,,,61.0,20.525,1019.0,-0.5,0.0,SW,1.7,Aotizhongxin,2016-09-28
31410,2016,9,29,17,75.0,90.0,,,,105.0,20.3,1012.1,4.7,0.0,WSW,1.7,Aotizhongxin,2016-09-29
31434,2016,9,30,17,108.0,135.0,11.0,47.0,1000.0,192.0,23.3,1009.0,9.3,0.0,SSW,1.7,Aotizhongxin,2016-09-30
31458,2016,10,1,17,148.0,151.0,23.0,60.0,1000.0,151.0,23.5,1009.3,11.5,0.0,S,0.9,Aotizhongxin,2016-10-01
31482,2016,10,2,17,167.0,177.0,5.0,75.0,1100.0,142.0,24.1,1005.8,15.3,0.0,SE,1.4,Aotizhongxin,2016-10-02
31506,2016,10,3,17,61.0,94.0,2.0,36.0,600.0,153.0,27.2,1006.6,14.9,0.0,SSE,1.3,Aotizhongxin,2016-10-03
31530,2016,10,4,17,44.0,44.0,2.0,48.0,1200.0,2.0,14.7,1009.5,13.7,1.6,ENE,1.6,Aotizhongxin,2016-10-04
31554,2016,10,5,17,63.0,75.0,2.0,39.0,900.0,76.0,20.6,1013.7,13.3,0.0,SW,1.7,Aotizhongxin,2016-10-05
31578,2016,10,6,17,52.0,57.0,2.0,54.0,1100.0,7.0,17.0,1020.2,12.5,0.0,ENE,1.7,Aotizhongxin,2016-10-06
31602,2016,10,7,17,47.0,47.0,2.0,60.0,1900.0,4.0,14.9,1012.5,12.8,0.0,WSW,0.9,Aotizhongxin,2016-10-07
31626,2016,10,8,17,8.0,23.0,2.0,17.0,200.0,72.0,16.9,1017.8,-2.8,0.0,N,1.7,Aotizhongxin,2016-10-08
31650,2016,10,9,17,20.0,37.0,4.0,30.0,300.0,59.0,16.5,1016.3,-0.3,0.0,SSW,1.8,Aotizhongxin,2016-10-09
31674,2016,10,10,17,130.0,138.0,16.0,108.0,1200.0,38.0,17.3,1010.9,8.2,0.0,S,0.9,Aotizhongxin,2016-10-10
31698,2016,10,11,17,112.0,112.0,6.0,61.0,1400.0,63.0,17.3,1017.5,10.7,0.0,SSE,1.7,Aotizhongxin,2016-10-11
31722,2016,10,12,17,87.0,88.0,3.0,37.0,900.0,97.0,17.6,1017.3,9.7,0.0,SSW,1.4,Aotizhongxin,2016-10-12
31746,2016,10,13,17,182.0,200.0,3.0,136.0,1500.0,61.0,20.3,1013.3,13.0,0.0,S,1.5,Aotizhongxin,2016-10-13
31770,2016,10,14,17,214.0,214.0,8.0,79.0,1400.0,122.0,19.9,1015.7,13.8,0.0,SE,0.0,Aotizhongxin,2016-10-14
31794,2016,10,15,17,175.0,175.0,3.0,119.0,1800.0,2.0,16.3,1016.9,13.6,0.0,ESE,0.7,Aotizhongxin,2016-10-15
31818,2016,10,16,17,74.0,74.0,2.0,32.0,600.0,86.0,18.8,1011.4,12.3,0.0,SSW,2.0,Aotizhongxin,2016-10-16
31842,2016,10,17,17,43.0,86.0,2.0,40.0,400.0,105.0,20.1,1014.9,4.9,0.0,SE,2.3,Aotizhongxin,2016-10-17
31866,2016,10,18,17,145.0,184.0,5.0,95.0,2600.0,2.0,17.0,1013.6,13.9,0.0,E,1.2,Aotizhongxin,2016-10-18
31890,2016,10,19,17,305.0,305.0,3.0,107.0,2100.0,39.0,18.7,1010.9,15.0,0.0,E,1.1,Aotizhongxin,2016-10-19
31914,2016,10,20,17,35.0,74.0,4.0,67.0,1100.0,13.0,13.5,1017.4,7.3,0.0,NNE,0.6,Aotizhongxin,2016-10-20
31938,2016,10,21,17,40.0,40.0,2.0,74.0,900.0,2.0,10.2,1013.2,9.4,0.2,ENE,0.7,Aotizhongxin,2016-10-21
31962,2016,10,22,17,8.0,22.0,2.0,20.0,300.0,37.0,12.9,1019.3,3.5,0.0,ENE,2.6,Aotizhongxin,2016-10-22
31986,2016,10,23,17,21.0,56.0,2.0,50.0,600.0,30.0,14.0,1016.3,3.2,0.0,SSE,0.7,Aotizhongxin,2016-10-23
32010,2016,10,24,17,110.0,169.0,3.0,87.0,1500.0,2.0,11.3,1010.3,8.3,0.0,SW,0.2,Aotizhongxin,2016-10-24
32034,2016,10,25,17,110.0,110.0,2.0,89.0,1000.0,9.0,16.25,1009.0,9.0,0.0,SW,2.2,Aotizhongxin,2016-10-25
32058,2016,10,26,17,28.0,101.0,7.0,48.0,500.0,15.0,12.2,1021.0,3.1,0.0,SW,2.0,Aotizhongxin,2016-10-26
32082,2016,10,27,17,37.0,40.0,3.0,60.0,1400.0,2.0,7.55,1021.0,6.3,2.3,NE,2.5,Aotizhongxin,2016-10-27
32106,2016,10,28,17,11.0,13.0,2.0,16.0,200.0,60.0,10.7,1025.8,-11.4,0.0,N,2.4,Aotizhongxin,2016-10-28
32130,2016,10,29,17,24.0,59.0,4.0,38.0,400.0,48.0,11.2,1023.3,-5.8,0.0,SSW,4.0,Aotizhongxin,2016-10-29
32154,2016,10,30,17,3.0,6.0,2.0,20.0,200.0,57.0,9.7,1023.0,-4.3,0.0,NNW,2.2,Aotizhongxin,2016-10-30
32178,2016,10,31,17,6.0,24.0,7.0,15.0,200.0,63.0,5.3,1031.2,-17.8,0.0,NW,3.9,Aotizhongxin,2016-10-31
32202,2016,11,1,17,57.0,90.0,18.0,47.0,600.0,53.0,6.7,1026.3,-8.1,0.0,WSW,2.0,Aotizhongxin,2016-11-01
32226,2016,11,2,17,,171.0,12.0,94.0,1200.0,22.0,10.1,1019.2,-1.3,0.0,SW,1.4,Aotizhongxin,2016-11-02
32250,2016,11,3,17,263.0,287.0,7.0,145.0,2800.0,6.0,9.8,1010.4,3.7,0.0,SSE,1.2,Aotizhongxin,2016-11-03
32274,2016,11,4,17,258.0,258.0,3.0,137.0,4100.0,2.0,7.0,1002.5,5.5,0.0,SSE,1.6,Aotizhongxin,2016-11-04
32298,2016,11,5,17,194.0,194.0,3.0,85.0,3400.0,39.0,10.3,1014.5,7.0,0.0,ESE,0.6,Aotizhongxin,2016-11-05
32322,2016,11,6,17,40.0,40.0,10.0,62.0,1600.0,24.0,9.1,1021.2,-5.2,0.0,SSW,1.5,Aotizhongxin,2016-11-06
32346,2016,11,7,17,10.0,27.0,2.0,17.0,700.0,53.0,10.4,1027.0,-6.5,0.0,N,4.4,Aotizhongxin,2016-11-07
32370,2016,11,8,17,56.0,104.0,13.0,48.0,600.0,42.0,9.8,1027.8,-4.2,0.0,SSW,1.4,Aotizhongxin,2016-11-08
32394,2016,11,9,17,,6.0,,,,,5.9,1021.7,1.4,0.0,ENE,0.8,Aotizhongxin,2016-11-09
32418,2016,11,10,17,31.0,31.0,2.0,29.0,400.0,56.0,10.9,1007.7,-5.6,0.0,WNW,3.1,Aotizhongxin,2016-11-10
32442,2016,11,11,17,50.0,65.0,10.0,75.0,800.0,8.0,7.1,1008.9,-1.6,0.0,NE,0.7,Aotizhongxin,2016-11-11
32466,2016,11,12,17,93.0,153.0,8.0,90.0,1400.0,21.0,10.6,1015.2,2.4,0.0,S,0.7,Aotizhongxin,2016-11-12
32490,2016,11,13,17,139.0,232.0,8.0,92.0,2900.0,2.0,9.1,1010.2,5.1,0.0,ENE,1.3,Aotizhongxin,2016-11-13
32514,2016,11,14,17,3.0,21.0,2.0,19.0,200.0,68.0,11.8,1019.6,-18.9,0.0,NW,3.8,Aotizhongxin,2016-11-14
32538,2016,11,15,17,59.0,59.0,24.0,87.0,1500.0,9.0,7.4,1018.6,-4.4,0.0,ESE,0.9,Aotizhongxin,2016-11-15
32562,2016,11,16,17,84.0,109.0,15.0,95.0,1300.0,14.0,7.6,1016.0,-1.4,0.0,WSW,0.0,Aotizhongxin,2016-11-16
32586,2016,11,17,17,101.0,123.0,12.0,74.0,2300.0,2.0,6.6,1017.4,-0.4,0.0,E,1.1,Aotizhongxin,2016-11-17
32610,2016,11,18,17,198.0,198.0,6.0,93.0,3800.0,2.0,6.3,1008.6,5.4,0.0,E,0.3,Aotizhongxin,2016-11-18
32634,2016,11,19,17,147.0,245.0,9.0,86.0,1700.0,31.0,12.8,1015.1,-2.7,0.0,SE,1.7,Aotizhongxin,2016-11-19
32658,2016,11,20,17,22.0,38.0,3.0,41.0,900.0,12.0,2.7,1020.0,1.1,0.0,NNE,1.6,Aotizhongxin,2016-11-20
32682,2016,11,21,17,8.0,35.0,6.0,18.0,500.0,61.0,-1.5,1029.9,-16.9,0.0,NNW,4.1,Aotizhongxin,2016-11-21
32706,2016,11,22,17,10.0,24.0,5.0,24.0,300.0,53.0,-1.1,1033.4,-17.3,0.0,NW,3.0,Aotizhongxin,2016-11-22
32730,2016,11,23,17,13.0,29.0,3.0,19.0,400.0,58.0,2.5,1028.0,-17.7,0.0,NW,3.6,Aotizhongxin,2016-11-23
32754,2016,11,24,17,88.0,106.0,24.0,87.0,1500.0,12.0,3.2,1021.5,-10.8,0.0,S,1.3,Aotizhongxin,2016-11-24
32778,2016,11,25,17,167.0,217.0,29.0,146.0,2900.0,2.0,3.8,1019.5,-6.2,0.0,ESE,1.5,Aotizhongxin,2016-11-25
32802,2016,11,26,17,240.0,390.0,20.0,129.0,2600.0,5.0,3.7,1014.8,-5.3,0.0,S,0.6,Aotizhongxin,2016-11-26
32826,2016,11,27,17,9.0,9.0,4.0,21.0,400.0,63.0,6.1,1025.7,-16.5,0.0,NNW,2.4,Aotizhongxin,2016-11-27
32850,2016,11,28,17,92.0,134.0,21.0,126.0,2400.0,2.0,3.7,1026.2,-7.4,0.0,NE,0.6,Aotizhongxin,2016-11-28
32874,2016,11,29,17,101.0,120.0,22.0,85.0,2700.0,2.0,3.9,1028.3,-2.7,0.0,NE,0.9,Aotizhongxin,2016-11-29
32898,2016,11,30,17,12.0,55.0,4.0,19.0,300.0,71.0,10.7,1017.7,-10.8,0.0,NW,6.2,Aotizhongxin,2016-11-30
32922,2016,12,1,17,10.0,38.0,2.0,48.0,500.0,37.0,6.6,1028.6,-12.1,0.0,E,0.7,Aotizhongxin,2016-12-01
32946,2016,12,2,17,104.0,160.0,20.0,134.0,2100.0,2.0,7.5,1022.0,-6.6,0.0,S,1.2,Aotizhongxin,2016-12-02
32970,2016,12,3,17,293.0,333.0,34.0,175.0,3800.0,2.0,4.9,1014.1,-1.8,0.0,ESE,1.5,Aotizhongxin,2016-12-03
32994,2016,12,4,17,128.0,128.0,19.0,105.0,2100.0,4.0,5.0,1012.0,-4.1,0.0,ENE,0.7,Aotizhongxin,2016-12-04
33018,2016,12,5,17,4.0,15.0,2.0,18.0,300.0,68.0,4.2,1026.8,-21.0,0.0,NW,4.1,Aotizhongxin,2016-12-05
33042,2016,12,6,17,118.0,147.0,20.0,123.0,2000.0,3.0,3.3,1014.2,-11.1,0.0,SW,0.2,Aotizhongxin,2016-12-06
33066,2016,12,7,17,225.0,225.0,21.0,142.0,3000.0,2.0,6.5,1019.1,-4.3,0.0,WSW,2.3,Aotizhongxin,2016-12-07
33090,2016,12,8,17,10.0,26.0,2.0,16.0,300.0,72.0,6.6,1015.1,-15.4,0.0,NW,3.7,Aotizhongxin,2016-12-08
33114,2016,12,9,17,35.0,62.0,8.0,67.0,800.0,12.0,2.7,1024.3,-12.0,0.0,WSW,2.0,Aotizhongxin,2016-12-09
33138,2016,12,10,17,46.0,73.0,16.0,82.0,1200.0,4.0,2.9,1024.1,-11.8,0.0,ESE,0.8,Aotizhongxin,2016-12-10
33162,2016,12,11,17,228.0,239.0,43.0,136.0,3100.0,2.0,3.4,1017.3,-4.8,0.0,SSW,1.4,Aotizhongxin,2016-12-11
33186,2016,12,12,17,182.0,185.0,33.0,94.0,1800.0,15.0,4.4,1021.4,-2.9,0.0,ESE,1.9,Aotizhongxin,2016-12-12
33210,2016,12,13,17,3.0,193.0,6.0,68.0,1000.0,16.0,2.8,1026.7,-13.9,0.0,NE,1.1,Aotizhongxin,2016-12-13
33234,2016,12,14,17,36.0,61.0,13.0,77.0,1000.0,13.0,1.3,1026.1,-14.8,0.0,WSW,2.4,Aotizhongxin,2016-12-14
33258,2016,12,15,17,7.0,22.0,3.0,16.0,300.0,67.0,4.0,1029.2,-17.6,0.0,NW,2.8,Aotizhongxin,2016-12-15
33282,2016,12,16,17,186.0,217.0,28.0,132.0,2400.0,4.0,4.6,1018.2,-8.9,0.0,S,1.3,Aotizhongxin,2016-12-16
33306,2016,12,17,17,255.0,255.0,45.0,152.0,3400.0,3.0,2.0,1017.9,-5.4,0.0,ENE,0.9,Aotizhongxin,2016-12-17
33330,2016,12,18,17,195.0,195.0,27.0,129.0,3000.0,2.0,2.1,1018.8,-7.5,0.0,SW,0.0,Aotizhongxin,2016-12-18
33354,2016,12,19,17,214.0,214.0,31.0,154.0,3200.0,2.0,3.1,1020.1,-4.4,0.0,SW,0.0,Aotizhongxin,2016-12-19
33378,2016,12,20,17,403.0,403.0,5.0,181.0,7400.0,2.0,0.2,1024.7,-2.7,0.0,E,1.5,Aotizhongxin,2016-12-20
33402,2016,12,21,17,375.0,375.0,10.0,176.0,6100.0,4.0,2.8,1019.9,-2.3,0.0,ENE,1.0,Aotizhongxin,2016-12-21
33426,2016,12,22,17,7.0,7.0,4.0,17.0,300.0,65.0,4.4,1018.4,-12.6,0.0,WNW,3.2,Aotizhongxin,2016-12-22
33450,2016,12,23,17,24.0,32.0,7.0,73.0,700.0,10.0,2.4,1025.5,-11.9,0.0,SW,1.3,Aotizhongxin,2016-12-23
33474,2016,12,24,17,145.0,145.0,29.0,109.0,2400.0,2.0,0.7,1025.3,-8.3,0.0,N,0.8,Aotizhongxin,2016-12-24
33498,2016,12,25,17,144.0,144.0,39.0,110.0,2600.0,2.0,0.7,1023.1,-5.3,0.0,ENE,1.2,Aotizhongxin,2016-12-25
33522,2016,12,26,17,7.0,7.0,5.0,30.0,400.0,50.0,2.0,1027.6,-18.1,0.0,NE,1.7,Aotizhongxin,2016-12-26
